Trial#,SpikeTimes (seconds) in columns ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.9893333333,-0.9402,-0.9158,-0.8480333333,-0.7470333333,-0.6427333333,-0.5504333333,-0.4434,-0.3884666667,-0.3116666667,-0.2224333333,-0.2035666667,-0.1743333333,-0.1491666667,-0.1366,-0.1076333333,-0.09136666667,-0.08046666667,-0.05693333333,-0.05433333333,-0.03563333333,-0.01633333333,0.0139,0.0259,0.0473,0.0621,0.07923333333,0.09503333333,0.1165,0.1418,0.1752333333,0.2037666667,0.2205,0.241,0.269,0.2867666667,0.3055,0.3382333333,0.3654,0.406,0.442,0.4816666667,0.5756666667,0.6103666667,0.6655333333,0.6946333333,0.7293333333,0.8047,0.8363333333,0.8897,0.9714333333,0.9973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-0.9899666667,-0.966,-0.9449333333,-0.8827666667,-0.8594,-0.8199,-0.7695,-0.7076333333,-0.6633666667,-0.627,-0.6080333333,-0.5698666667,-0.526,-0.463,-0.4205333333,-0.3812333333,-0.3007,-0.2608666667,-0.2474333333,-0.1978,-0.1668666667,-0.1331666667,-0.05966666667,-0.02106666667,-0.006266666667,0.02136666667,0.04526666667,0.0635,0.0837,0.1343,0.1726,0.1891,0.2177,0.2786666667,0.3313333333,0.3707,0.3847,0.4199666667,0.4604,0.5140333333,0.5475333333,0.5713,0.6429333333,0.6977666667,0.7248666667,0.7904,0.8453,0.8737,0.9123,0.9623,0.9734666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.9751333333,-0.9293333333,-0.9039666667,-0.8758666667,-0.8292333333,-0.7999,-0.7743333333,-0.7272,-0.7186666667,-0.6965666667,-0.6756333333,-0.6346666667,-0.5988,-0.5806,-0.5521333333,-0.5360333333,-0.5163,-0.4917,-0.4624333333,-0.4396,-0.4168666667,-0.378,-0.3450333333,-0.3289,-0.3157,-0.2962333333,-0.2794,-0.2445666667,-0.2220666667,-0.2010333333,-0.1894333333,-0.1606333333,-0.1479666667,-0.1247333333,-0.1072,-0.1007333333,-0.0745,-0.0472,-0.0313,-0.01716666667,-0.0017,0.009166666667,0.02823333333,0.0493,0.0661,0.089,0.1003666667,0.1272,0.1456,0.1521666667,0.1714333333,0.1817666667,0.1926,0.2132,0.2327,0.2501666667,0.2574,0.2855333333,0.2942666667,0.3156333333,0.3344666667,0.3668666667,0.3858666667,0.3956333333,0.4494666667,0.4765,0.5163666667,0.5705333333,0.6285333333,0.6854666667,0.7049333333,0.7703666667,0.7943666667,0.8323333333,0.8472333333,0.8510333333,0.8685,0.8817666667,0.9069666667,0.9274666667,0.9414666667,0.9600666667,0.9778333333,0.9897666667,,,,,
4,-0.9897333333,-0.9592333333,-0.9358333333,-0.9065666667,-0.8641,-0.8426333333,-0.8032666667,-0.7743333333,-0.7346666667,-0.6918666667,-0.6673666667,-0.6564666667,-0.6203,-0.5914,-0.5433666667,-0.5034333333,-0.4735,-0.4426333333,-0.3834666667,-0.3612666667,-0.3288333333,-0.2885666667,-0.262,-0.2299,-0.2026666667,-0.1606666667,-0.1380666667,-0.1064,-0.08493333333,-0.0672,-0.0447,-0.0244,-0.003066666667,0.01026666667,0.0303,0.04716666667,0.07013333333,0.08623333333,0.08956666667,0.09913333333,0.1063,0.1323333333,0.1433,0.1544666667,0.1762666667,0.1917333333,0.2109,0.2212666667,0.2525,0.2667333333,0.2866666667,0.2973666667,0.3136333333,0.3221333333,0.3400666667,0.3545333333,0.3690666667,0.3842333333,0.3962666667,0.4021666667,0.4197333333,0.4405333333,0.4725,0.4852,0.5103,0.5330333333,0.5672666667,0.6025666667,0.6285333333,0.6638333333,0.7210666667,0.7639666667,0.8270666667,0.8687,0.9232333333,,,,,,,,,,,,,,
5,-0.9880333333,-0.9572333333,-0.9037666667,-0.8693,-0.6219666667,-0.4538333333,-0.3538,-0.317,-0.299,-0.2444,-0.1884,-0.1374666667,-0.1012666667,-0.08656666667,-0.06216666667,-0.0253,-0.01166666667,0.001933333333,0.02073333333,0.04696666667,0.08336666667,0.1196333333,0.1403666667,0.1542666667,0.1725666667,0.1906666667,0.2135666667,0.2280666667,0.2482,0.2900666667,0.3148333333,0.3342333333,0.3603333333,0.3671,0.3828666667,0.4146333333,0.4349666667,0.4666666667,0.4866333333,0.5067333333,0.5499,0.576,0.6227333333,0.6714,0.7129666667,0.7714666667,0.81,0.9483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-0.9823333333,-0.9630333333,-0.9269666667,-0.8988666667,-0.8590666667,-0.8260333333,-0.7966333333,-0.7489,-0.7217333333,-0.7011333333,-0.6672666667,-0.6333,-0.5841666667,-0.5313666667,-0.4474666667,-0.4002,-0.3568,-0.3309,-0.2889666667,-0.2611,-0.2176666667,-0.1977333333,-0.1760333333,-0.1513666667,-0.1258,-0.1136666667,-0.03383333333,-0.0048,0.03013333333,0.0679,0.0961,0.1124,0.1337333333,0.1550333333,0.1718333333,0.1902333333,0.2097666667,0.2246333333,0.2413,0.2591333333,0.2724333333,0.2877333333,0.3042,0.3237666667,0.3364,0.3528333333,0.3703333333,0.3990666667,0.4076,0.4287,0.4549333333,0.4826333333,0.5138333333,0.6033666667,0.6864333333,0.7543333333,0.7871333333,0.8396,0.8976666667,0.9300666667,0.9700666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-0.9915333333,-0.9623333333,-0.9264,-0.9095,-0.8708333333,-0.8363,-0.8091666667,-0.7636,-0.7006333333,-0.6750333333,-0.6569333333,-0.6208666667,-0.5885333333,-0.5785666667,-0.5652,-0.5412,-0.5057333333,-0.4888333333,-0.4656666667,-0.4418333333,-0.4023666667,-0.3721333333,-0.3554333333,-0.3221333333,-0.2947,-0.2362666667,-0.2274666667,-0.1952333333,-0.1729,-0.1507666667,-0.1118,-0.07253333333,-0.04143333333,-0.01693333333,0.004133333333,0.04323333333,0.08176666667,0.0935,0.1119666667,0.1287333333,0.1509666667,0.1560666667,0.1811333333,0.2003666667,0.2105333333,0.2267333333,0.2396333333,0.2501666667,0.2543333333,0.2739,0.2871,0.3037666667,0.3364333333,0.3486,0.3727666667,0.3915333333,0.4165,0.4355,0.4778666667,0.4973666667,0.5585333333,0.6073333333,0.6625666667,0.6902666667,0.7569333333,0.7923,0.828,0.8642666667,0.8927,0.9349666667,0.9613666667,0.9936333333,,,,,,,,,,,,,,,,,
8,-0.9797333333,-0.9316666667,-0.8830666667,-0.8337666667,-0.8001,-0.7830333333,-0.7539,-0.6852,-0.6477333333,-0.601,-0.5444333333,-0.5141666667,-0.4749,-0.4519,-0.3755,-0.3322,-0.2235333333,-0.2080666667,-0.1772333333,-0.1578333333,-0.1221333333,-0.1138,-0.09163333333,-0.07473333333,-0.05866666667,-0.0446,-0.02526666667,-0.01886666667,-0.0039,0.02156666667,0.04073333333,0.0472,0.05383333333,0.07143333333,0.08873333333,0.1057333333,0.1242666667,0.1384,0.1445666667,0.1597666667,0.1681333333,0.1756666667,0.1806333333,0.2093,0.2221666667,0.2403333333,0.2622,0.2696333333,0.2964666667,0.3156333333,0.3279666667,0.3468333333,0.3729666667,0.3869333333,0.4191,0.4366,0.4792,0.4881,0.5273666667,0.5720666667,0.6091,0.6467333333,0.6654,0.7328,0.7652,0.8295333333,0.8698,0.9581666667,0.9904666667,,,,,,,,,,,,,,,,,,,,
9,-0.9357333333,-0.8996,-0.8784666667,-0.8431,-0.8094666667,-0.7404666667,-0.6906666667,-0.6667,-0.6341666667,-0.5926333333,-0.5731333333,-0.5229666667,-0.5010333333,-0.4598333333,-0.4359333333,-0.4060333333,-0.3905,-0.3828,-0.3643333333,-0.3469,-0.3243,-0.2979666667,-0.2630333333,-0.2475,-0.2253,-0.2118333333,-0.1997333333,-0.1826666667,-0.1664333333,-0.1508333333,-0.1341333333,-0.1271333333,-0.1077,-0.09726666667,-0.0615,-0.0439,-0.0257,-0.005466666667,0.008866666667,0.0293,0.03963333333,0.0583,0.06363333333,0.07853333333,0.1171666667,0.1386333333,0.1541,0.1609333333,0.1841,0.2023333333,0.2176,0.2208666667,0.2466666667,0.2569,0.2721666667,0.2847333333,0.3109333333,0.3344666667,0.3546,0.4022333333,0.4411666667,0.482,0.5207,0.6072,0.6548666667,0.6717666667,0.7037666667,0.7286,0.7554,0.7844666667,0.8033333333,0.8497333333,0.8702333333,0.8913,0.9233,0.9526333333,0.9919333333,,,,,,,,,,,,
10,-0.9613666667,-0.9203333333,-0.8822333333,-0.8504,-0.8218666667,-0.777,-0.7417333333,-0.6923333333,-0.6762666667,-0.6499333333,-0.6219,-0.5983333333,-0.5757666667,-0.5582333333,-0.5413,-0.5126,-0.4830666667,-0.4593333333,-0.4484,-0.4088,-0.39,-0.3751,-0.3641666667,-0.3355666667,-0.32,-0.3045666667,-0.3017666667,-0.2696333333,-0.2574,-0.2502333333,-0.2362333333,-0.2135666667,-0.2019666667,-0.1969333333,-0.1767666667,-0.1687333333,-0.1512333333,-0.1344,-0.1282,-0.1132333333,-0.09786666667,-0.08486666667,-0.07366666667,-0.06456666667,-0.04946666667,-0.03336666667,-0.02106666667,-0.0072,0.01683333333,0.03356666667,0.04416666667,0.0626,0.0834,0.09236666667,0.1134,0.1385,0.1531,0.1613666667,0.1725,0.1930333333,0.2104,0.2256666667,0.237,0.2592,0.2689,0.2897666667,0.3001,0.3218,0.3423333333,0.3565666667,0.3899666667,0.4246333333,0.4647333333,0.4861333333,0.5282,0.5893333333,0.6433666667,0.6871,0.7217,0.8008666667,0.8500666667,0.8906,0.9246666667,0.9435666667,0.9597333333,,,,
